form_5,rank,deficits_surplus,form_5_opp,rank_opp,deficits_surplus_opp
0.409395973154362,0.436241610738255,0.38255033557047,0.469798657718121,0.449664429530201,0.436241610738255
0.436241610738255,0.429530201342282,0.369127516778524,0.442953020134228,0.422818791946309,0.38255033557047
0.449664429530201,0.416107382550336,0.402684563758389,0.436241610738255,0.409395973154362,0.409395973154362
0.409395973154362,0.469798657718121,0.375838926174497,0.429530201342282,0.442953020134228,0.389261744966443
0.469798657718121,0.463087248322148,0.416107382550336,0.483221476510067,0.456375838926175,0.442953020134228
0.483221476510067,0.449664429530201,0.463087248322148,0.456375838926175,0.422818791946309,0.402684563758389
0.442953020134228,0.409395973154362,0.409395973154362,0.409395973154362,0.469798657718121,0.355704697986577
0.463087248322148,0.416107382550336,0.389261744966443,0.449664429530201,0.463087248322148,0.395973154362416
0.416107382550336,0.436241610738255,0.36241610738255,0.436241610738255,0.442953020134228,0.395973154362416
0.449664429530201,0.429530201342282,0.409395973154362,0.476510067114094,0.456375838926175,0.442953020134228
0.463087248322148,0.449664429530201,0.442953020134228,0.483221476510067,0.442953020134228,0.469798657718121
0.409395973154362,0.469798657718121,0.342281879194631,0.442953020134228,0.409395973154362,0.375838926174497
0.436241610738255,0.422818791946309,0.395973154362416,0.422818791946309,0.429530201342282,0.36241610738255
0.456375838926175,0.416107382550336,0.409395973154362,0.463087248322148,0.463087248322148,0.422818791946309
0.449664429530201,0.456375838926175,0.409395973154362,0.442953020134228,0.436241610738255,0.395973154362416
0.483221476510067,0.436241610738255,0.483221476510067,0.416107382550336,0.442953020134228,0.342281879194631
0.463087248322148,0.456375838926175,0.436241610738255,0.442953020134228,0.463087248322148,0.429530201342282
0.422818791946309,0.409395973154362,0.395973154362416,0.449664429530201,0.469798657718121,0.375838926174497
0.442953020134228,0.429530201342282,0.375838926174497,0.449664429530201,0.416107382550336,0.395973154362416
0.422818791946309,0.422818791946309,0.36241610738255,0.469798657718121,0.449664429530201,0.429530201342282
0.429530201342282,0.442953020134228,0.36241610738255,0.456375838926175,0.416107382550336,0.416107382550336
0.429530201342282,0.456375838926175,0.375838926174497,0.469798657718121,0.48993288590604,0.436241610738255
0.469798657718121,0.530201342281879,0.409395973154362,0.449664429530201,0.442953020134228,0.409395973154362
0.429530201342282,0.48993288590604,0.389261744966443,0.48993288590604,0.51006711409396,0.449664429530201
0.429530201342282,0.483221476510067,0.369127516778524,0.449664429530201,0.436241610738255,0.416107382550336
0.436241610738255,0.476510067114094,0.389261744966443,0.449664429530201,0.449664429530201,0.389261744966443
0.409395973154362,0.536912751677852,0.355704697986577,0.449664429530201,0.456375838926175,0.395973154362416
0.463087248322148,0.416107382550336,0.416107382550336,0.463087248322148,0.409395973154362,0.429530201342282
0.456375838926175,0.429530201342282,0.395973154362416,0.416107382550336,0.503355704697987,0.38255033557047
0.469798657718121,0.483221476510067,0.442953020134228,0.469798657718121,0.503355704697987,0.409395973154362
0.449664429530201,0.436241610738255,0.395973154362416,0.429530201342282,0.463087248322148,0.38255033557047
0.429530201342282,0.469798657718121,0.38255033557047,0.449664429530201,0.422818791946309,0.402684563758389
0.463087248322148,0.416107382550336,0.402684563758389,0.449664429530201,0.422818791946309,0.409395973154362
0.449664429530201,0.436241610738255,0.395973154362416,0.416107382550336,0.463087248322148,0.369127516778524
