form_5,rank,deficits_surplus,form_5_opp,rank_opp,deficits_surplus_opp
0.0666666666666667,0.210526315789474,0.38255033557047,0.666666666666667,0.315789473684211,0.427586206896552
0.333333333333333,0.157894736842105,0.369127516778524,0.4,0.105263157894737,0.372413793103448
0.466666666666667,0.0526315789473684,0.402684563758389,0.333333333333333,0,0.4
0.0666666666666667,0.473684210526316,0.375838926174497,0.266666666666667,0.263157894736842,0.379310344827586
0.666666666666667,0.421052631578947,0.416107382550336,0.8,0.368421052631579,0.43448275862069
0.8,0.315789473684211,0.463087248322148,0.533333333333333,0.105263157894737,0.393103448275862
0.4,0,0.409395973154362,0.0666666666666667,0.473684210526316,0.344827586206897
0.6,0.0526315789473684,0.389261744966443,0.466666666666667,0.421052631578947,0.386206896551724
0.133333333333333,0.210526315789474,0.36241610738255,0.333333333333333,0.263157894736842,0.386206896551724
0.466666666666667,0.157894736842105,0.409395973154362,0.733333333333333,0.368421052631579,0.43448275862069
0.6,0.315789473684211,0.442953020134228,0.8,0.263157894736842,0.462068965517241
0.0666666666666667,0.473684210526316,0.342281879194631,0.4,0,0.36551724137931
0.333333333333333,0.105263157894737,0.395973154362416,0.2,0.157894736842105,0.351724137931034
0.533333333333333,0.0526315789473684,0.409395973154362,0.6,0.421052631578947,0.413793103448276
0.466666666666667,0.368421052631579,0.409395973154362,0.4,0.210526315789474,0.386206896551724
0.8,0.210526315789474,0.483221476510067,0.133333333333333,0.263157894736842,0.331034482758621
0.6,0.368421052631579,0.436241610738255,0.4,0.421052631578947,0.420689655172414
0.2,0,0.395973154362416,0.466666666666667,0.473684210526316,0.36551724137931
0.4,0.157894736842105,0.375838926174497,0.466666666666667,0.0526315789473684,0.386206896551724
0.2,0.105263157894737,0.36241610738255,0.666666666666667,0.315789473684211,0.420689655172414
0.266666666666667,0.263157894736842,0.36241610738255,0.533333333333333,0.0526315789473684,0.406896551724138
0.266666666666667,0.368421052631579,0.375838926174497,0.666666666666667,0.631578947368421,0.427586206896552
0.666666666666667,0.947368421052632,0.409395973154362,0.466666666666667,0.263157894736842,0.4
0.266666666666667,0.631578947368421,0.389261744966443,0.866666666666667,0.789473684210526,0.441379310344828
0.266666666666667,0.578947368421053,0.369127516778524,0.466666666666667,0.210526315789474,0.406896551724138
0.333333333333333,0.526315789473684,0.389261744966443,0.466666666666667,0.315789473684211,0.379310344827586
0.0666666666666667,1,0.355704697986577,0.466666666666667,0.368421052631579,0.386206896551724
0.6,0.0526315789473684,0.416107382550336,0.6,0,0.420689655172414
0.533333333333333,0.157894736842105,0.395973154362416,0.133333333333333,0.736842105263158,0.372413793103448
0.666666666666667,0.578947368421053,0.442953020134228,0.666666666666667,0.736842105263158,0.4
0.466666666666667,0.210526315789474,0.395973154362416,0.266666666666667,0.421052631578947,0.372413793103448
0.266666666666667,0.473684210526316,0.38255033557047,0.466666666666667,0.105263157894737,0.393103448275862
0.6,0.0526315789473684,0.402684563758389,0.466666666666667,0.105263157894737,0.4
0.466666666666667,0.210526315789474,0.395973154362416,0.133333333333333,0.421052631578947,0.358620689655172
0.266666666666667,0.315789473684211,0.389261744966443,0.2,0.368421052631579,0.358620689655172
